YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (MW/h),GENERATION (GW/h)
2017,NH,Total Electric Power Industry,Natural Gas,3580103,3.580103
2017,NH,Total Electric Power Industry,Nuclear,9990704,9.990704
2017,NH,Total Electric Power Industry,Petroleum,104896,0.104896
2017,NH,Total Electric Power Industry,Other Biomass,138027,0.138027
2017,NH,Total Electric Power Industry,Wind,411592,0.411592
2017,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,1472152,1.472152
2017,NJ,Total Electric Power Industry,Total,75644513,75.644513
2017,NJ,Total Electric Power Industry,Coal,1216091,1.216091
2017,NJ,Total Electric Power Industry,Hydroelectric Conventional,13633,0.013633
2017,NJ,Total Electric Power Industry,Natural Gas,37707848,37.707848
2017,NJ,Total Electric Power Industry,Nuclear,34032698,34.032698
2017,NJ,Total Electric Power Industry,Other Gases,219492,0.219492
2017,NJ,Total Electric Power Industry,Petroleum,156364,0.156364
2017,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,925997,0.925997
2017,NJ,Total Electric Power Industry,Other Biomass,928777,0.928777
2017,NJ,Total Electric Power Industry,Wind,22447,0.022447
2017,NM,Total Electric Power Industry,Total,33597413,33.597413
2017,NM,Total Electric Power Industry,Coal,18414483,18.414483
2017,NM,Total Electric Power Industry,Geothermal,12963,0.012963
2017,NM,Total Electric Power Industry,Hydroelectric Conventional,193249,0.193249
2017,NM,Total Electric Power Industry,Natural Gas,9131655,9.131655
2017,NM,Total Electric Power Industry,Petroleum,40850,0.04085
2017,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,1192641,1.192641
2017,NM,Total Electric Power Industry,Other Biomass,17588,0.017588
2017,NM,Total Electric Power Industry,Wind,4594571,4.594571
2017,NV,Total Electric Power Industry,Total,38201294,38.201294
2017,NV,Total Electric Power Industry,Coal,1865592,1.865592
2017,NV,Total Electric Power Industry,Geothermal,3291874,3.291874
2017,NV,Total Electric Power Industry,Hydroelectric Conventional,1812700,1.8127
2017,NV,Total Electric Power Industry,Natural Gas,26625904,26.625904
2017,NV,Total Electric Power Industry,Other Gases,0,0
2017,NV,Total Electric Power Industry,Petroleum,8746,0.008746
2017,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,4145867,4.145867
2017,NV,Total Electric Power Industry,Other Biomass,57681,0.057681
2017,NV,Total Electric Power Industry,Wind,361364,0.361364
2017,NY,Total Electric Power Industry,Total,128065103,128.065103
2017,NY,Total Electric Power Industry,Coal,770296,0.770296
2017,NY,Total Electric Power Industry,Hydroelectric Conventional,30144932,30.144932
2017,NY,Total Electric Power Industry,Natural Gas,47271780,47.27178
2017,NY,Total Electric Power Industry,Nuclear,42167409,42.167409
2017,NY,Total Electric Power Industry,Other Gases,0,0
2017,NY,Total Electric Power Industry,Petroleum,597893,0.597893
2017,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,182800,0.1828
2017,NY,Total Electric Power Industry,Other Biomass,1666051,1.666051
2017,NY,Total Electric Power Industry,Wind,4135951,4.135951
2017,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,619955,0.619955
2017,OH,Total Electric Power Industry,Total,119552140,119.55214
2017,OH,Total Electric Power Industry,Coal,68343636,68.343636
2017,OH,Total Electric Power Industry,Hydroelectric Conventional,277349,0.277349
2017,OH,Total Electric Power Industry,Natural Gas,28799379,28.799379
2017,OH,Total Electric Power Industry,Nuclear,17687789,17.687789
2017,OH,Total Electric Power Industry,Other Gases,785851,0.785851
2017,OH,Total Electric Power Industry,Petroleum,1241106,1.241106
2017,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,105178,0.105178
2017,OH,Total Electric Power Industry,Other Biomass,469137,0.469137
2017,OH,Total Electric Power Industry,Wind,1588560,1.58856
2017,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,257785,0.257785
2017,OK,Total Electric Power Industry,Total,73731764,73.731764
2017,OK,Total Electric Power Industry,Coal,17367854,17.367854
2017,OK,Total Electric Power Industry,Hydroelectric Conventional,2036200,2.0362
2017,OK,Total Electric Power Industry,Natural Gas,30450679,30.450679
2017,OK,Total Electric Power Industry,Petroleum,16054,0.016054
2017,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,32582,0.032582
2017,OK,Total Electric Power Industry,Other Biomass,67927,0.067927
2017,OK,Total Electric Power Industry,Wind,23598843,23.598843
2017,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,230818,0.230818
2017,OR,Total Electric Power Industry,Total,62713747,62.713747
2017,OR,Total Electric Power Industry,Coal,1728105,1.728105
2017,OR,Total Electric Power Industry,Geothermal,174381,0.174381
2017,OR,Total Electric Power Industry,Hydroelectric Conventional,38293938,38.293938
2017,OR,Total Electric Power Industry,Natural Gas,15066379,15.066379
2017,OR,Total Electric Power Industry,Petroleum,10394,0.010394
2017,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,194052,0.194052
2017,OR,Total Electric Power Industry,Other Biomass,361329,0.361329
2017,OR,Total Electric Power Industry,Wind,6226593,6.226593
2017,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,619331,0.619331
2017,PA,Total Electric Power Industry,Total,213639299,213.639299
2017,PA,Total Electric Power Industry,Coal,47634271,47.634271
2017,PA,Total Electric Power Industry,Hydroelectric Conventional,3123316,3.123316
2017,PA,Total Electric Power Industry,Natural Gas,72503448,72.503448
2017,PA,Total Electric Power Industry,Nuclear,83199832,83.199832
2017,PA,Total Electric Power Industry,Other Gases,446078,0.446078
2017,PA,Total Electric Power Industry,Petroleum,355418,0.355418
2017,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,69616,0.069616
2017,PA,Total Electric Power Industry,Other Biomass,1915767,1.915767
2017,PA,Total Electric Power Industry,Wind,3590565,3.590565
2017,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,522388,0.522388
2017,RI,Total Electric Power Industry,Total,7614941,7.614941
2017,RI,Total Electric Power Industry,Coal,0,0
2017,RI,Total Electric Power Industry,Hydroelectric Conventional,2372,0.002372
2017,RI,Total Electric Power Industry,Natural Gas,7188192,7.188192
2017,RI,Total Electric Power Industry,Petroleum,58408,0.058408
2017,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,14083,0.014083
2017,RI,Total Electric Power Industry,Other Biomass,202984,0.202984
2017,RI,Total Electric Power Industry,Wind,148902,0.148902
2017,SC,Total Electric Power Industry,Total,93080948,93.080948
2017,SC,Total Electric Power Industry,Coal,18151745,18.151745
2017,SC,Total Electric Power Industry,Hydroelectric Conventional,1835039,1.835039
2017,SC,Total Electric Power Industry,Natural Gas,17156335,17.156335
2017,SC,Total Electric Power Industry,Nuclear,54344554,54.344554
2017,SC,Total Electric Power Industry,Petroleum,97651,0.097651
2017,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,79522,0.079522
2017,SC,Total Electric Power Industry,Other Biomass,171448,0.171448
2017,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,2228270,2.22827
2017,SD,Total Electric Power Industry,Total,10935719,10.935719
2017,SD,Total Electric Power Industry,Coal,2062462,2.062462
2017,SD,Total Electric Power Industry,Hydroelectric Conventional,5255520,5.25552
2017,SD,Total Electric Power Industry,Natural Gas,654348,0.654348
2017,SD,Total Electric Power Industry,Petroleum,3031,0.003031
2017,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,2056,0.002056
2017,SD,Total Electric Power Industry,Other Biomass,0,0
2017,SD,Total Electric Power Industry,Wind,2958302,2.958302
2017,TN,Total Electric Power Industry,Total,79046397,79.046397
2017,TN,Total Electric Power Industry,Coal,27715284,27.715284
2017,TN,Total Electric Power Industry,Hydroelectric Conventional,8691134,8.691134
2017,TN,Total Electric Power Industry,Natural Gas,10268540,10.26854
2017,TN,Total Electric Power Industry,Nuclear,31817502,31.817502
2017,TN,Total Electric Power Industry,Other Gases,11648,0.011648
2017,TN,Total Electric Power Industry,Petroleum,123659,0.123659
2017,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,92342,0.092342
2017,TN,Total Electric Power Industry,Other Biomass,96515,0.096515
2017,TN,Total Electric Power Industry,Wind,43327,0.043327
2017,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,851160,0.85116
2017,TX,Total Electric Power Industry,Total,452794463,452.794463
2017,TX,Total Electric Power Industry,Coal,134648358,134.648358
2017,TX,Total Electric Power Industry,Hydroelectric Conventional,1061997,1.061997
2017,TX,Total Electric Power Industry,Natural Gas,204511996,204.511996
2017,TX,Total Electric Power Industry,Nuclear,38581401,38.581401
2017,TX,Total Electric Power Industry,Other Gases,2471966,2.471966
2017,TX,Total Electric Power Industry,Petroleum,163711,0.163711
2017,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,2189127,2.189127
2017,TX,Total Electric Power Industry,Other Biomass,668607,0.668607
2017,TX,Total Electric Power Industry,Wind,67061094,67.061094
2017,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,908357,0.908357
2017,UT,Total Electric Power Industry,Total,37411876,37.411876
2017,UT,Total Electric Power Industry,Coal,26389567,26.389567
2017,UT,Total Electric Power Industry,Geothermal,480928,0.480928
2017,UT,Total Electric Power Industry,Hydroelectric Conventional,1293715,1.293715
2017,UT,Total Electric Power Industry,Natural Gas,5870852,5.870852
2017,UT,Total Electric Power Industry,Other Gases,16409,0.016409
2017,UT,Total Electric Power Industry,Petroleum,38413,0.038413
2017,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,2211105,2.211105
2017,UT,Total Electric Power Industry,Other Biomass,77669,0.077669
2017,UT,Total Electric Power Industry,Wind,858252,0.858252
2017,VA,Total Electric Power Industry,Total,90417351,90.417351
2017,VA,Total Electric Power Industry,Coal,10726422,10.726422
2017,VA,Total Electric Power Industry,Hydroelectric Conventional,1116355,1.116355
2017,VA,Total Electric Power Industry,Natural Gas,44507088,44.507088
2017,VA,Total Electric Power Industry,Nuclear,30553734,30.553734
2017,VA,Total Electric Power Industry,Petroleum,456125,0.456125
2017,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,313221,0.313221
2017,VA,Total Electric Power Industry,Other Biomass,907404,0.907404
2017,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,2901475,2.901475
2017,VT,Total Electric Power Industry,Total,2141388,2.141388
2017,VT,Total Electric Power Industry,Hydroelectric Conventional,1280368,1.280368
2017,VT,Total Electric Power Industry,Natural Gas,1807,0.001807
2017,VT,Total Electric Power Industry,Petroleum,7133,0.007133
2017,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,98801,0.098801
2017,VT,Total Electric Power Industry,Other Biomass,11882,0.011882
2017,VT,Total Electric Power Industry,Wind,305406,0.305406
2017,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,435991,0.435991
2017,WA,Total Electric Power Industry,Total,115912028,115.912028
2017,WA,Total Electric Power Industry,Coal,5489503,5.489503
2017,WA,Total Electric Power Industry,Hydroelectric Conventional,82182855,82.182855
2017,WA,Total Electric Power Industry,Natural Gas,10849269,10.849269
2017,WA,Total Electric Power Industry,Nuclear,8128259,8.128259
2017,WA,Total Electric Power Industry,Other Gases,355925,0.355925
2017,WA,Total Electric Power Industry,Petroleum,23116,0.023116
2017,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,481,0.000481
2017,WA,Total Electric Power Industry,Other Biomass,327970,0.32797
2017,WA,Total Electric Power Industry,Wind,6925111,6.925111
2017,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,1570603,1.570603
2017,WI,Total Electric Power Industry,Total,65107103,65.107103
2017,WI,Total Electric Power Industry,Coal,35852222,35.852222
2017,WI,Total Electric Power Industry,Hydroelectric Conventional,2657453,2.657453
2017,WI,Total Electric Power Industry,Natural Gas,13655239,13.655239
2017,WI,Total Electric Power Industry,Nuclear,9648979,9.648979
2017,WI,Total Electric Power Industry,Petroleum,144391,0.144391
2017,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,21465,0.021465
2017,WI,Total Electric Power Industry,Other Biomass,582312,0.582312
2017,WI,Total Electric Power Industry,Wind,1640687,1.640687
2017,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,877597,0.877597
2017,WV,Total Electric Power Industry,Total,73357080,73.35708
2017,WV,Total Electric Power Industry,Coal,68349009,68.349009
2017,WV,Total Electric Power Industry,Hydroelectric Conventional,1658492,1.658492
2017,WV,Total Electric Power Industry,Natural Gas,1526728,1.526728
2017,WV,Total Electric Power Industry,Other Gases,34476,0.034476
2017,WV,Total Electric Power Industry,Petroleum,119780,0.11978
2017,WV,Total Electric Power Industry,Wind,1682341,1.682341
2017,WY,Total Electric Power Industry,Total,46741846,46.741846
2017,WY,Total Electric Power Industry,Coal,40068566,40.068566
2017,WY,Total Electric Power Industry,Hydroelectric Conventional,1123624,1.123624
2017,WY,Total Electric Power Industry,Natural Gas,778989,0.778989
2017,WY,Total Electric Power Industry,Other Gases,360236,0.360236
2017,WY,Total Electric Power Industry,Petroleum,43846,0.043846
2017,WY,Total Electric Power Industry,Wind,4320655,4.320655
2018,AK,Total Electric Power Industry,Total,6247359,6.247359
2018,AK,Total Electric Power Industry,Coal,628564,0.628564
2018,AK,Total Electric Power Industry,Hydroelectric Conventional,1664225,1.664225
2018,AK,Total Electric Power Industry,Natural Gas,2947902,2.947902
2018,AK,Total Electric Power Industry,Petroleum,809279,0.809279
2018,AK,Total Electric Power Industry,Other Biomass,45474,0.045474
2018,AK,Total Electric Power Industry,Wind,155015,0.155015
2018,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2018,AL,Total Electric Power Industry,Total,145057994,145.057994
2018,AL,Total Electric Power Industry,Coal,31777520,31.77752
2018,AL,Total Electric Power Industry,Hydroelectric Conventional,11143139,11.143139
2018,AL,Total Electric Power Industry,Natural Gas,58800418,58.800418
2018,AL,Total Electric Power Industry,Nuclear,39462827,39.462827
2018,AL,Total Electric Power Industry,Other Gases,4804,0.004804
2018,AL,Total Electric Power Industry,Petroleum,65704,0.065704
2018,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,357252,0.357252
2018,AL,Total Electric Power Industry,Other Biomass,37672,0.037672
2018,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,3408707,3.408707
2018,AR,Total Electric Power Industry,Total,67999352,67.999352
2018,AR,Total Electric Power Industry,Coal,29996101,29.996101
2018,AR,Total Electric Power Industry,Hydroelectric Conventional,3008775,3.008775
2018,AR,Total Electric Power Industry,Natural Gas,20623705,20.623705
2018,AR,Total Electric Power Industry,Nuclear,12720818,12.720818
2018,AR,Total Electric Power Industry,Petroleum,35517,0.035517
2018,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,203413,0.203413
2018,AR,Total Electric Power Industry,Other Biomass,74950,0.07495
2018,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,1290740,1.29074
2018,AZ,Total Electric Power Industry,Total,111925144,111.925144
2018,AZ,Total Electric Power Industry,Coal,30744623,30.744623
2018,AZ,Total Electric Power Industry,Hydroelectric Conventional,6982242,6.982242
2018,AZ,Total Electric Power Industry,Natural Gas,37168075,37.168075
2018,AZ,Total Electric Power Industry,Nuclear,31097259,31.097259
2018,AZ,Total Electric Power Industry,Petroleum,49946,0.049946
2018,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,5140377,5.140377
2018,AZ,Total Electric Power Industry,Other Biomass,37375,0.037375
2018,AZ,Total Electric Power Industry,Wind,530190,0.53019
2018,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,182120,0.18212
2018,CA,Total Electric Power Industry,Total,195265412,195.265412
2018,CA,Total Electric Power Industry,Coal,281328,0.281328
2018,CA,Total Electric Power Industry,Geothermal,11676841,11.676841
2018,CA,Total Electric Power Industry,Hydroelectric Conventional,26330667,26.330667
2018,CA,Total Electric Power Industry,Natural Gas,89604473,89.604473
2018,CA,Total Electric Power Industry,Nuclear,18213519,18.213519
2018,CA,Total Electric Power Industry,Other Gases,1453960,1.45396
2018,CA,Total Electric Power Industry,Petroleum,68878,0.068878
2018,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,26985181,26.985181
2018,CA,Total Electric Power Industry,Other Biomass,2823849,2.823849
2018,CA,Total Electric Power Industry,Wind,14023951,14.023951
2018,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,3122571,3.122571
2018,CO,Total Electric Power Industry,Total,55386279,55.386279
2018,CO,Total Electric Power Industry,Coal,26382060,26.38206
2018,CO,Total Electric Power Industry,Hydroelectric Conventional,1825385,1.825385
2018,CO,Total Electric Power Industry,Natural Gas,16398439,16.398439
2018,CO,Total Electric Power Industry,Petroleum,11882,0.011882
2018,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,1062380,1.06238
2018,CO,Total Electric Power Industry,Other Biomass,75788,0.075788
2018,CO,Total Electric Power Industry,Wind,9745150,9.74515
2018,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,88639,0.088639
2018,CT,Total Electric Power Industry,Total,39453552,39.453552
2018,CT,Total Electric Power Industry,Coal,329701,0.329701
2018,CT,Total Electric Power Industry,Hydroelectric Conventional,555319,0.555319
2018,CT,Total Electric Power Industry,Natural Gas,20006457,20.006457
2018,CT,Total Electric Power Industry,Nuclear,16881492,16.881492
2018,CT,Total Electric Power Industry,Petroleum,338957,0.338957
2018,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,105555,0.105555
2018,CT,Total Electric Power Industry,Other Biomass,494699,0.494699
2018,CT,Total Electric Power Industry,Wind,12295,0.012295
2018,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,260871,0.260871
2018,DC,Total Electric Power Industry,Total,79331,0.079331
2018,DC,Total Electric Power Industry,Natural Gas,22770,0.02277
2018,DC,Total Electric Power Industry,Petroleum,0,0
2018,DC,Total Electric Power Industry,Other Biomass,56561,0.056561
2018,DE,Total Electric Power Industry,Total,6240644,6.240644
2018,DE,Total Electric Power Industry,Coal,273388,0.273388
2018,DE,Total Electric Power Industry,Natural Gas,5400155,5.400155
2018,DE,Total Electric Power Industry,Other Gases,252180,0.25218
2018,DE,Total Electric Power Industry,Petroleum,200824,0.200824
2018,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,49789,0.049789
2018,DE,Total Electric Power Industry,Other Biomass,59101,0.059101
2018,DE,Total Electric Power Industry,Wind,5207,0.005207
2018,FL,Total Electric Power Industry,Total,244252010,244.25201
2018,FL,Total Electric Power Industry,Coal,30272201,30.272201
2018,FL,Total Electric Power Industry,Hydroelectric Conventional,232574,0.232574
2018,FL,Total Electric Power Industry,Natural Gas,171872185,171.872185
2018,FL,Total Electric Power Industry,Nuclear,29312349,29.312349
2018,FL,Total Electric Power Industry,Other Gases,5488,0.005488
2018,FL,Total Electric Power Industry,Petroleum,2077358,2.077358
2018,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,2412067,2.412067
2018,FL,Total Electric Power Industry,Other Biomass,2568988,2.568988
2018,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2515480,2.51548
2018,GA,Total Electric Power Industry,Total,129239355,129.239355
2018,GA,Total Electric Power Industry,Coal,32180555,32.180555
2018,GA,Total Electric Power Industry,Hydroelectric Conventional,3696868,3.696868
2018,GA,Total Electric Power Industry,Natural Gas,51972094,51.972094
2018,GA,Total Electric Power Industry,Nuclear,34362676,34.362676
2018,GA,Total Electric Power Industry,Petroleum,435734,0.435734
2018,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1995837,1.995837
2018,GA,Total Electric Power Industry,Other Biomass,340938,0.340938
2018,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,4657619,4.657619
2018,HI,Total Electric Power Industry,Total,9796773,9.796773
2018,HI,Total Electric Power Industry,Coal,1311203,1.311203
2018,HI,Total Electric Power Industry,Geothermal,110089,0.110089
2018,HI,Total Electric Power Industry,Hydroelectric Conventional,96520,0.09652
2018,HI,Total Electric Power Industry,Other Gases,55722,0.055722
2018,HI,Total Electric Power Industry,Petroleum,6748947,6.748947
2018,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,184576,0.184576
2018,HI,Total Electric Power Industry,Other Biomass,305513,0.305513
2018,HI,Total Electric Power Industry,Wind,601934,0.601934
2018,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2018,IA,Total Electric Power Industry,Total,63380566,63.380566
2018,IA,Total Electric Power Industry,Coal,28552999,28.552999
2018,IA,Total Electric Power Industry,Hydroelectric Conventional,924861,0.924861
2018,IA,Total Electric Power Industry,Natural Gas,7340070,7.34007
2018,IA,Total Electric Power Industry,Nuclear,4895399,4.895399
2018,IA,Total Electric Power Industry,Petroleum,110565,0.110565
2018,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,11456,0.011456
2018,IA,Total Electric Power Industry,Other Biomass,209177,0.209177
2018,IA,Total Electric Power Industry,Wind,21334053,21.334053
2018,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,1986,0.001986
2018,ID,Total Electric Power Industry,Total,18172120,18.17212
2018,ID,Total Electric Power Industry,Coal,20338,0.020338
2018,ID,Total Electric Power Industry,Geothermal,83112,0.083112
2018,ID,Total Electric Power Industry,Hydroelectric Conventional,11024342,11.024342
2018,ID,Total Electric Power Industry,Natural Gas,3278742,3.278742
2018,ID,Total Electric Power Industry,Petroleum,57,0.000057
2018,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,555964,0.555964
2018,ID,Total Electric Power Industry,Other Biomass,96303,0.096303
2018,ID,Total Electric Power Industry,Wind,2655052,2.655052
2018,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,394237,0.394237
2018,IL,Total Electric Power Industry,Total,188003357,188.003357
2018,IL,Total Electric Power Industry,Coal,59641924,59.641924
2018,IL,Total Electric Power Industry,Hydroelectric Conventional,146528,0.146528
2018,IL,Total Electric Power Industry,Natural Gas,17240919,17.240919
2018,IL,Total Electric Power Industry,Nuclear,98101527,98.101527
2018,IL,Total Electric Power Industry,Other Gases,200816,0.200816
2018,IL,Total Electric Power Industry,Petroleum,53111,0.053111
2018,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,66050,0.06605
2018,IL,Total Electric Power Industry,Other Biomass,426371,0.426371
2018,IL,Total Electric Power Industry,Wind,11898984,11.898984
2018,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2018,IN,Total Electric Power Industry,Total,113459711,113.459711
2018,IN,Total Electric Power Industry,Coal,77455229,77.455229
2018,IN,Total Electric Power Industry,Hydroelectric Conventional,222661,0.222661
2018,IN,Total Electric Power Industry,Natural Gas,26816995,26.816995
2018,IN,Total Electric Power Industry,Other Gases,2325813,2.325813
2018,IN,Total Electric Power Industry,Petroleum,130616,0.130616
2018,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,290717,0.290717
2018,IN,Total Electric Power Industry,Other Biomass,459889,0.459889
2018,IN,Total Electric Power Industry,Wind,5437153,5.437153
2018,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0
2018,KS,Total Electric Power Industry,Total,51710213,51.710213
2018,KS,Total Electric Power Industry,Coal,20473983,20.473983
2018,KS,Total Electric Power Industry,Hydroelectric Conventional,26420,0.02642
2018,KS,Total Electric Power Industry,Natural Gas,3005715,3.005715
2018,KS,Total Electric Power Industry,Nuclear,9168289,9.168289
2018,KS,Total Electric Power Industry,Petroleum,52016,0.052016
2018,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,7727,0.007727
2018,KS,Total Electric Power Industry,Other Biomass,63551,0.063551
2018,KS,Total Electric Power Industry,Wind,18907502,18.907502
2018,KY,Total Electric Power Industry,Total,78804497,78.804497
2018,KY,Total Electric Power Industry,Coal,59168143,59.168143
2018,KY,Total Electric Power Industry,Hydroelectric Conventional,4417833,4.417833
2018,KY,Total Electric Power Industry,Natural Gas,14614999,14.614999
2018,KY,Total Electric Power Industry,Petroleum,69992,0.069992
2018,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,39436,0.039436
2018,KY,Total Electric Power Industry,Other Biomass,101567,0.101567
2018,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,328987,0.328987
2018,LA,Total Electric Power Industry,Total,102128500,102.1285
2018,LA,Total Electric Power Industry,Coal,11786724,11.786724
2018,LA,Total Electric Power Industry,Hydroelectric Conventional,1179855,1.179855
2018,LA,Total Electric Power Industry,Natural Gas,61712639,61.712639
2018,LA,Total Electric Power Industry,Nuclear,17152582,17.152582
2018,LA,Total Electric Power Industry,Other Gases,2597958,2.597958
2018,LA,Total Electric Power Industry,Petroleum,4377794,4.377794
2018,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1518,0.001518
2018,LA,Total Electric Power Industry,Other Biomass,78787,0.078787
2018,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2597516,2.597516
2018,MA,Total Electric Power Industry,Total,27172882,27.172882
2018,MA,Total Electric Power Industry,Coal,0,0
2018,MA,Total Electric Power Industry,Hydroelectric Conventional,1133620,1.13362
2018,MA,Total Electric Power Industry,Natural Gas,18385799,18.385799
2018,MA,Total Electric Power Industry,Nuclear,4441563,4.441563
2018,MA,Total Electric Power Industry,Petroleum,460739,0.460739
2018,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,978311,0.978311
2018,MA,Total Electric Power Industry,Other Biomass,1062196,1.062196
2018,MA,Total Electric Power Industry,Wind,220982,0.220982
2018,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,107041,0.107041
2018,MD,Total Electric Power Industry,Total,43809646,43.809646
2018,MD,Total Electric Power Industry,Coal,10066924,10.066924
2018,MD,Total Electric Power Industry,Hydroelectric Conventional,2830886,2.830886
2018,MD,Total Electric Power Industry,Natural Gas,13849671,13.849671
2018,MD,Total Electric Power Industry,Nuclear,14987931,14.987931
2018,MD,Total Electric Power Industry,Petroleum,260015,0.260015
2018,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,396720,0.39672
2018,MD,Total Electric Power Industry,Other Biomass,417346,0.417346
2018,MD,Total Electric Power Industry,Wind,569984,0.569984
2018,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,104043,0.104043
2018,ME,Total Electric Power Industry,Total,11280700,11.2807
2018,ME,Total Electric Power Industry,Coal,70828,0.070828
2018,ME,Total Electric Power Industry,Hydroelectric Conventional,3261054,3.261054
2018,ME,Total Electric Power Industry,Natural Gas,2330717,2.330717
2018,ME,Total Electric Power Industry,Petroleum,189107,0.189107
2018,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,12032,0.012032
2018,ME,Total Electric Power Industry,Other Biomass,152429,0.152429
2018,ME,Total Electric Power Industry,Wind,2384295,2.384295
2018,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,2509395,2.509395
2018,MI,Total Electric Power Industry,Total,115837095,115.837095
2018,MI,Total Electric Power Industry,Coal,42330864,42.330864
2018,MI,Total Electric Power Industry,Hydroelectric Conventional,1569199,1.569199
2018,MI,Total Electric Power Industry,Natural Gas,30986892,30.986892
2018,MI,Total Electric Power Industry,Nuclear,30478694,30.478694
2018,MI,Total Electric Power Industry,Other Gases,1597637,1.597637
2018,MI,Total Electric Power Industry,Petroleum,1213512,1.213512
2018,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,118153,0.118153
2018,MI,Total Electric Power Industry,Other Biomass,957467,0.957467
2018,MI,Total Electric Power Industry,Wind,5457252,5.457252
2018,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1573568,1.573568
2018,MN,Total Electric Power Industry,Total,61517442,61.517442
2018,MN,Total Electric Power Industry,Coal,23455356,23.455356
2018,MN,Total Electric Power Industry,Hydroelectric Conventional,1053504,1.053504
2018,MN,Total Electric Power Industry,Natural Gas,8555294,8.555294
2018,MN,Total Electric Power Industry,Nuclear,14601329,14.601329
2018,MN,Total Electric Power Industry,Petroleum,46574,0.046574
